oKN8Aw,,Um90ZXJ0,,,,,Um90ZXJ0,,Um90ZXJ0
xqN8Aw,,W1JvdGVydF0KTmVjcm9tYW5jZXJzLi4gSSBoYXZlIHRvIGtub3cgd2hhdCB0aGV5J3JlIHVwIHRvLgpJJ20gY2VydGFpbiB0aGF0IHRoZXkgYXJlIGJlaGluZCB0aGUgd2hvbGUgdW5kZWFkIGNyaXNpcyBvbiB0aGUgaXNsYW5kLi4u,,,,,W1JvdGVydF0KTmVjcm9tYW50ZXMuLi4gUHJlY2lzbyBzYWJlciBvIHF1ZSBlbGVzIGVzdMOjbyB0cmFtYW5kby4KVGVuaG8gY2VydGV6YSBkZSBxdWUgZWxlcyBlc3TDo28gcG9yIHRyw6FzIGRlIHRvZGEgYSBjcmlzZSBkb3MgbW9ydG9zLXZpdm9zIG5hIGlsaGEuLi4=,,W1JvdGhlYXJ0XQpOaWdyb21hbnRlc+KApiBOZWNlc2l0byBzYWJlciBxdcOpIHRyYW1hbi4KRXN0b3kgc2VndXJvIGRlIHF1ZSBlc3TDoW4gZGV0csOhcyBkZSB0b2RhIGxhIGNyaXNpcyBkZSBsb3MgbXVlcnRvcyB2aXZpZW50ZXMgZW4gbGEgaXNsYeKApg==
x6N8Aw,,W1JvdGVydF0KSSBqdXN0IGNhbid0IHVuZGVyc3RhbmQgd2hhdCB0aGV5J3JlIGFmdGVyLgpJIG5lZWQgdG8gZ28gaW52ZXN0aWdhdGUgbW9yZS4KLi4uIEkgbmVlZCB0aW1lLg==,,,,,W1JvdGVydF0KTsOjbyBjb25zaWdvIGVudGVuZGVyIG8gcXVlIGVsZXMgcXVlcmVtLgpQcmVjaXNvIGludmVzdGlnYXIgbWFpcy4KLi4uIFByZWNpc28gZGUgdGVtcG8u,,W1JvdGhlYXJ0XQpTaWdvIHNpbiBlbnRlbmRlciBxdcOpIGVzdMOhbiBidXNjYW5kby4KVGVuZ28gcXVlIGlyIGEgaW52ZXN0aWdhciBtw6FzLgrigKYgTmVjZXNpdG8gdGllbXBvLg==
yKN8Aw,,W1JvdGVydF0KQ2FuIHlvdSBjb21lIGFnYWluIHdoZW4gdGhlIHN1biBpcyB1cD8KSXQncyBiZXR0ZXIgZm9yIHVzIHRvIG1vdmUgYXJvdW5kIHRoZW4u,,,,,W1JvdGVydF0KVm9jw6ogcG9kZSB2aXIgbm92YW1lbnRlIHF1YW5kbyBvIHNvbCBlc3RpdmVyIG5hc2NlbmRvPwrDiSBtZWxob3IgcGFyYSBuw7NzIG5vcyBtb3ZpbWVudGFybW9zIGEgZXNzYSBob3JhLg==,,W1JvdGhlYXJ0XQrCv1B1ZWRlcyB2b2x2ZXIgYWwgYW1hbmVjZXI/ClNlcsOhIG3DoXMgZsOhY2lsIG1vdmVybm9zIGRlIGTDrWEu
yaN8Aw,,W1JvdGVydF0KVGhlIE5lY3JvbWFuY2VycyBhcmUgYmFjay4KVGhpcyBkb2Vzbid0IGxvb2sgZ29vZC4KV2hhdCBpcyBnb2luZyBvbiB3aXRoIHRoaXMgaXNsYW5kLi4uPw==,,,,,W1JvdGVydF0KT3MgTmVjcm9tYW50ZXMgZXN0w6NvIGRlIHZvbHRhLgpJc3NvIG7Do28gcGFyZWNlIGJvbS4KTyBxdWUgZXN0w6EgYWNvbnRlY2VuZG8gY29tIGVzc2EgaWxoYT8=,,W1JvdGhlYXJ0XQpMb3MgTmlncm9tYW50ZXMgdm9sdmllcm9uLgpFc3RvIG5vIHNlIHZlIG5hZGEgYmllbi4Kwr9RdcOpIGVzdMOhIHBhc2FuZG8gZW4gZXN0YSBpc2xh4oCmPw==
yqN8Aw,,W1JvdGVydF0KSWYgd2UgZG9uJ3Qgd2lwZSBvdXQgYWxsIHRoZSBOZWNyb21hbmNlcnMsCnRoZSB1bmRlYWQgLSBSYWdnZWQgWm9tYmllcywgWm9tYmllIFNsYXVnaHRlcnMsIGFuZCBCYW5zaGVlcyAtIHdpbGwgY29udGludWUgdG8gcmlzZS4=,,,,,W1JvdGVydF0KU2UgbsOjbyBlbGltaW5hcm1vcyB0b2RvcyBvcyBOZWNyb21hbnRlcywKb3MgbW9ydG9zLXZpdm9zIChadW1iaXMgRGlsYWNlcmFkb3MsIFp1bWJpcyBNYXNzYWNyZSBlIEJhbnNoZWVzKSBjb250aW51YXLDo28gYSBzdXJnaXIu,,W1JvdGhlYXJ0XQpTaSBubyBhY2FiYW1vcyBjb24gdG9kb3MgbG9zIE5pZ3JvbWFudGVzLApsb3MgbXVlcnRvcyB2aXZpZW50ZXMgY29tbyBsb3MgWm9tYmlzIGhhcmFwaWVudG9zLCBab21iaXMgYXNlc2lub3MgeSBsYXMgQmFuc2hlZXMgc2VndWlyw6FuIGF1bWVudGFuZG8u
y6N8Aw,,W1JvdGVydF0KTmVjcm9tYW5jZXJzIGNhbiByYWlzZSB0aGUgZGVhZCBvZiB0aGVpciBvd24gdm9saXRpb24u,,,,,W1JvdGVydF0KT3MgbmVjcm9tYW50ZXMgcG9kZW0gcmVzc3VzY2l0YXIgb3MgbW9ydG9zIHBvciB2b250YWRlIHByw7NwcmlhLg==,,W1JvdGhlYXJ0XQpMb3MgTmlncm9tYW50ZXMgcHVlZGVuIHJlc3VjaXRhciBhIGxvcyBtdWVydG9zIHBvciB2b2x1bnRhZCBwcm9waWEu
zKN8Aw,,V2UgbmVlZCB0byBkZXN0cm95IHRoZW0u,,,,,UHJlY2lzYW1vcyBkZXN0cnXDrS1sb3Mu,,VGVuZW1vcyBxdWUgZGVzdHJ1aXJsb3Mu
zaN8Aw,,SG1tLi4u,,,,,SG1tLi4u,,TW1t4oCm
zqN8Aw,,W1JvdGVydF0KXjRENERGRk5lY3JvbWFuY2Vyc14wMDAwMDAgYXBwZWFyIHRvIGJlIGhpZGluZyBpbiB0aGUgbW9uYXN0ZXJ5LgpUaGV5IHdpbGwgbm90IGJlIGFsb25lLCBzbyBiZSBjYXJlZnVsLg==,,,,,W1JvdGVydF0KXjRENERGRk5lY3JvbWFudGVzXjAwMDAwMCBwYXJlY2VtIGVzdGFyIGVzY29uZGlkb3Mgbm8gbW9zdGVpcm8uCkVsZXMgbsOjbyBlc3RhcsOjbyBzb3ppbmhvcywgcG9ydGFudG8sIHRlbmhhIGN1aWRhZG8u,,W1JvdGhlYXJ0XQpeNEQ0REZGTG9zIE5pZ3JvbWFudGVzXjAwMDAwMCBwYXJlY2VuIGVzdGFyIGVzY29uZGlkb3MgZW4gZWwgbW9uYXN0ZXJpby4KTm8gZXN0YXLDoW4gc29sb3MsIGFzw60gcXVlIHZlIGNvbiBjdWlkYWRvLg==
z6N8Aw,,W1JvdGVydF0KR29vZCBsdWNrLg==,,,,,W1JvdGVydF0KQm9hIHNvcnRlLg==,,W1JvdGhlYXJ0XQpCdWVuYSBzdWVydGUu
0KN8Aw,,W1JvdGVydF0KSSBtYWRlIGFuIG9mZmljaWFsIHJlcXVlc3QgZm9yIHRoaXMgd2l0aCB0aGUgRWRlbiBHcm91cC4KSSBob3BlIGFueW9uZSBjYXBhYmxlIG9mIGNvbWluZyB0byBNaXN0eSBJc2xhbmQgd2lsbCBoZWxwIHdpdGggdGhpcyB0YXNrLg==,,,,,W1JvdGVydF0KRml6IHVtYSBzb2xpY2l0YcOnw6NvIG9maWNpYWwgcGFyYSBpc3NvIGNvbSBvIEdydXBvIMOJZGVuLgpFc3Blcm8gcXVlIHF1YWxxdWVyIHBlc3NvYSBjYXBheiBkZSB2aXIgw6AgSWxoYSBNaXN0eSBhanVkZSBuZXNzYSB0YXJlZmEu,,W1JvdGhlYXJ0XQpQcmVzZW50w6kgdW5hIHNvbGljaXR1ZCBvZmljaWFsIGFsIEdydXBvIGRlIEVkw6luLgpFc3Blcm8gcXVlIGN1YWxxdWllcmEgcXVlIHNlYSBjYXBheiBkZSB2ZW5pciBhIGxhIElzbGEgYW7Ds25pbWEgYXl1ZGUgY29uIGVzdGEgdGFyZWEu
0aN8Aw,,W1JvdGVydF0KRGlkIHlvdSBraWxsIHRoZSBOZWNyb21hbmNlcnM/CldlIHNob3VsZCBiZSBhYmxlIHRvIHN0b3AgdGhlIHVuZGVhZCBmcm9tIGF3YWtpbmcgZm9yIGEgd2hpbGUu,,,,,W1JvdGVydF0KVm9jw6ogbWF0b3Ugb3MgTmVjcm9tYW50ZXM/CkRldmVtb3Mgc2VyIGNhcGF6ZXMgZGUgaW1wZWRpciBxdWUgb3MgbW9ydG9zLXZpdm9zIGFjb3JkZW0gcG9yIHVtIHRlbXBvLg==,,W1JvdGhlYXJ0XQrCv01hdGFzdGUgYSBsb3MgTmlncm9tYW50ZXM/CkVzdG8gZXZpdGFyw6EgcXVlIGxvcyBtdWVydG9zIHZpdmllbnRlcyBkZXNwaWVydGVuIHBvciB1biB0aWVtcG8u
0qN8Aw,,W1JvdGVydF0KWW91IGRpZCB3ZWxsLgpHZXQgc29tZSByZXN0IGFuZCBjb21lIGJhY2sgYXQgZGF3bi4=,,,,,W1JvdGVydF0KVm9jw6ogc2Ugc2FpdSBiZW0uCkRlc2NhbnNlIHVtIHBvdWNvIGUgdm9sdGUgYW8gYW1hbmhlY2VyLg==,,W1JvdGhlYXJ0XQpMbyBoaWNpc3RlIGJpZW4uCkRlc2NhbnNhIHVuIHBvY28geSB2dWVsdmUgYWwgYW1hbmVjZXIu
06N8Aw,,W1JvdGVydF0KSWYgd2UgZG9uJ3Qgd2lwZSBvdXQgYWxsIHRoZSBOZWNyb21hbmNlcnMsCnRoZSBwcm9ibGVtIHdpbGwga2VlcCByZXBlYXRpbmcu,,,,,W1JvdGVydF0KU2UgbsOjbyBhY2FiYXJtb3MgY29tIHRvZG9zIG9zIE5lY3JvbWFudGVzLApvIHByb2JsZW1hIGNvbnRpbnVhcsOhIHNlIHJlcGV0aW5kby4=,,W1JvdGhlYXJ0XQpTaSBubyBhY2FiYW1vcyBjb24gdG9kb3MgbG9zIE5pZ3JvbWFudGVzLAplbCBwcm9ibGVtYSBzZWd1aXLDoSByZXBpdGnDqW5kb3NlLg==
1KN8Aw,,W1JvdGVydF0KLi4uQWhoLi4uIFRoZXkgZ290IHVzIGNvbXBsZXRlbHkuCkknbGwgbmV2ZXIgZ2V0IHRvIGxlYXZlIHRoaXMgaXNsYW5kLiBJJ2xsIGhhdmUgdG8gbGl2ZSB3aXRoIHRoaXMgdW5lbmRpbmcgcHVyaWZpY2F0aW9uIHdvcmsuLi4=,,,,,W1JvdGVydF0KQWhoLi4uIEVsZXMgbm9zIHBlZ2FyYW0gY29tcGxldGFtZW50ZS4KTnVuY2EgcG9kZXJlaSBzYWlyIGRlc3RhIGlsaGEuIFRlcmVpIHF1ZSB2aXZlciBjb20gZXNzZSB0cmFiYWxobyBkZSBwdXJpZmljYcOnw6NvIGludGVybWluw6F2ZWwuLi4=,,W1JvdGhlYXJ0XQpBaGjigKYgRXN0YXLDqSBhcXXDrSBwYXJhIHNpZW1wcmUuCk51bmNhIHBvZHLDqSBzYWxpciBkZSBlc3RhIGlzbGEuIFZveSBhIHRlbmVyIHF1ZSB2aXZpciBoYWNpZW5kbyBlc3RlIHRyYWJham8gZGUgcHVyaWZpY2FjacOzbiBpbnRlcm1pbmFibGXigKY=
1aN8Aw,,W1JvdGVydF0KLi4uLiBBbmQgc28gd2lsbCB5b3Uu,,,,,W1JvdGVydF0KLi4uIEUgdm9jw6ogdGFtYsOpbS4=,,W1JvdGhlYXJ0XQrigKYgQWwgaWd1YWwgcXVlIHTDui4=
1qN8Aw,,W1JvdGVydF0KVGhlIE5lY3JvbWFuY2VycyBtdXN0IGJlIGJlaGluZCBhbGwgdGhlIHRyYWdlZGllcyBhcm91bmQgdGhlIGlzbGFuZC4KUGVvcGxlIHN0dWR5aW5nIG5lY3JvbWFuY3kgYXJlIGluaHVtYW4u,,,,,W1JvdGVydF0KT3MgTmVjcm9tYW50ZXMgZGV2ZW0gZXN0YXIgcG9yIHRyw6FzIGRlIHRvZGFzIGFzIHRyYWfDqWRpYXMgYW8gcmVkb3IgZGEgaWxoYS4KQXMgcGVzc29hcyBxdWUgZXN0dWRhbSBuZWNyb21hbmNpYSBzw6NvIGRlc3VtYW5hcy4=,,W1JvdGhlYXJ0XQpMb3MgTmlncm9tYW50ZXMgZGViZW4gZXN0YXIgZGV0csOhcyBkZSB0b2RhcyBsYXMgdHJhZ2VkaWFzIGFscmVkZWRvciBkZSBsYSBpc2xhLgpMYXMgcGVyc29uYXMgcXVlIGVzdHVkaWFuIGxhIG5pZ3JvbWFuY2lhIHNvbiBpbmh1bWFuYXMu
16N8Aw,,W1JvdGVydF0KSSBvbmNlIHRvb2sgY2FyZSBvZiBuZXdjb21lcnMgZnJvbSB0aGUgRWRlbiBHcm91cCBpbiB0aGUgcGFzdC4KUGVyaGFwcyB5b3Ugd2VyZSBhbW9uZyB0aGVtPw==,,,,,W1JvdGVydF0KTm8gcGFzc2FkbywgZXUgY3VpZGVpIGRlIHJlY8OpbS1jaGVnYWRvcyBkbyBHcnVwbyDDiWRlbi4KVGFsdmV6IHZvY8OqIGVzdGl2ZXNzZSBlbnRyZSBlbGVzPw==,,W1JvdGhlYXJ0XQpVbmEgdmV6IG1lIHRvY8OzIGN1aWRhciBkZSBsb3MgcmVjacOpbiBsbGVnYWRvcyBkZWwgR3J1cG8gZGUgRWTDqW4uCsK/VGFsIHZleiBlc3RhYmFzIGNvbiBlbGxvcz8=
2KN8Aw,,W1JvdGVydF0KSSBoZWFyZCB0aGlzIGlzbGFuZCBuZWVkcyB0byBiZSBwdXJnZWQsIGFuZCBpdCBsb29rcyB0byBiZSB0cnVlLgpUaGlzIHBsYWNlIGlzIGZpbHRoeS4gSSBkbyBub3Qga25vdyB5ZXQgaWYgaXQncyBzb21lIHNvcnQgb2YgY3VsdCBvciBsdW5hdGljcywgb3Igd2hhdCB0aGV5J3JlIGFmdGVyLg==,,,,,W1JvdGVydF0KT3V2aSBkaXplciBxdWUgZXN0YSBpbGhhIHByZWNpc2Egc2VyIHB1cmdhZGEsIGUgcGFyZWNlIHNlciB2ZXJkYWRlLgpFc3RlIGx1Z2FyIMOpIGltdW5kby4gQWluZGEgbsOjbyBzZWkgc2Ugw6kgYWxndW0gdGlwbyBkZSBjdWx0byBvdSBsdW7DoXRpY28sIG91IG8gcXVlIGVsZXMgZXN0w6NvIGJ1c2NhbmRvLg==,,W1JvdGhlYXJ0XQpFc2N1Y2jDqSBxdWUgaGF5IHF1ZSBwdXJnYXIgZXN0YSBpc2xhIHkgcGFyZWNlIHF1ZSBlcyB2ZXJkYWQuCkVzdGUgbHVnYXIgZXMgdW4gYXNjby4gQcO6biBubyBzw6kgc2kgc2UgdHJhdGEgZGUgYWxnw7puIHRpcG8gZGUgc2VjdGEgbyBkZSBsdW7DoXRpY29zIG5pIHF1w6kgZXMgbG8gcXVlIGJ1c2Nhbi4=
2aN8Aw,,W1JvdGVydF0KRm9yIG5vdywgc29tZSBwdXJpZmljYXRpb24gaXMgbmVlZGVkLgpPZiBjb3Vyc2UsIEknbSB0YWxraW5nIHRvIHlvdS4KSXNuJ3QgdGhpcyBhIGdvb2QgY2hhbmNlIHRvIHRyYWluPw==,,,,,W1JvdGVydF0KUG9yIGVucXVhbnRvLCBhbGd1bWEgcHVyaWZpY2HDp8OjbyBzZSBmYXogbmVjZXNzw6FyaWEuCsOJIGNsYXJvIHF1ZSBlc3RvdSBmYWxhbmRvIGNvbSB2b2PDqi4KTsOjbyDDqSB1bWEgYm9hIGNoYW5jZSBkZSB0cmVpbmFyPw==,,W1JvdGhlYXJ0XQpQb3IgZWwgbW9tZW50bywgZXMgbmVjZXNhcmlvIHB1cmlmaWNhciB1biBwb2NvIGVsIGx1Z2FyLgpZIGNsYXJvLCB0ZSBlc3RveSBoYWJsYW5kbyBhIHRpLgrCv05vIHRlIHBhcmVjZSB1bmEgYnVlbmEgb3BvcnR1bmlkYWQgcGFyYSBlbnRyZW5hcj8=
2qN8Aw,,UHJpZXN0IFRlYmVuaW8=,,,,,U2FjZXJkb3RlIFRlYmVuaW8=,,UHJpZXN0IFRlYmVuaW8=
26N8Aw,,W1ByaWVzdCBUZWJlbmlvXQpXZWxjb21lIHRvIFJhY2hlbCwgQWR2ZW50dXJlci4KTWF5IEZyZXlhJ3MgZ3JhY2UgYmUgd2l0aCB5b3Uu,,,,,W1NhY2VyZG90ZSBUZWJlbmlvXQpCZW0tdmluZG8gYSBSYWNoZWwsIEF2ZW50dXJlaXJvLgpRdWUgYSBncmHDp2EgZGUgRnJleWEgZXN0ZWphIGNvbSB2b2PDqi4=,,W1NhY2VyZG90ZSBUZWJlbmlvXQpUZSBkb3kgbGEgYmllbnZlbmlkYSBhIFJhY2hlbCwgdHJvdGFtdW5kb3MuClF1ZSBsYSBncmFjaWEgZGUgRnJleWEgdGUgYWNvbXBhw7FlLg==
3KN8Aw,,W1ByaWVzdCBUZWJlbmlvXQpJIHdvbmRlciB3aGVyZSBhbGwgdGhlIHNraWxsZWQgYWR2ZW50dXJlcnMgYXJlLi4u,,,,,W1NhY2VyZG90ZSBUZWJlbmlvXQpFdSBtZSBwZXJndW50byBvbmRlIGVzdMOjbyB0b2RvcyBvcyBhdmVudHVyZWlyb3MgaGFiaWxpZG9zb3MuLi4=,,W1NhY2VyZG90ZSBUZWJlbmlvXQpNZSBwcmVndW50byBkw7NuZGUgZXN0w6FuIHRvZG9zIGxvcyB0cm90YW11bmRvcyBleHBlcnRvc+KApg==
3aN8Aw,,RG8geW91IG5lZWQgYW4gYWR2ZW50dXJlcj8=,,,,,Vm9jw6ogcHJlY2lzYSBkZSB1bSBhdmVudHVyZWlybz8=,,wr9OZWNlc2l0YXMgYSB1biB0cm90YW11bmRvcz8=
3qN8Aw,,V2hhdCBhYm91dCBtZT8=,,,,,RSBxdWFudG8gYSBtaW0/,,wr9ZIHlvIHF1w6k/
36N8Aw,,W1ByaWVzdCBUZWJlbmlvXQpPaD8gV2hlcmUgZGlkIHRoaXMgZ3JlYXQgYWR2ZW50dXJlciBjb21lIGZyb20hCk11c3QgYmUgRnJleWEncyBncmFjZS4=,,,,,W1NhY2VyZG90ZSBUZWJlbmlvXQrDg2g/IERlIG9uZGUgdmVpbyBlc3NlIGdyYW5kZSBhdmVudHVyZWlybz8KRGV2ZSBzZXIgYSBncmHDp2EgZGUgRnJleWEu,,W1NhY2VyZG90ZSBUZWJlbmlvXQrCv0VoPyDCocK/RGUgZMOzbmRlIHNhbGlzdGUsIGdyYW4gdHJvdGFtdW5kb3M/IQpEZWJlIHNlciBsYSBncmFjaWEgZGUgRnJleWEu
4KN8Aw,,W1ByaWVzdCBUZWJlbmlvXQpBY3R1YWxseSwgdGhlcmUgaXMgYSBwcm9ibGVtIGluc2lkZSB0aGUgdGVtcGxlLCBhbmQgd2UgbmVlZCBzb21lb25lIHRvIGhhbmRsZSBpdCBkaXNjcmVldGx5Li4uCldlIGFscmVhZHkgYXNrZWQgdGhlIEVkZW4gR3JvdXAu,,,,,W1NhY2VyZG90ZSBUZWJlbmlvXQpOYSB2ZXJkYWRlLCBow6EgdW0gcHJvYmxlbWEgZGVudHJvIGRvIHRlbXBsbywgZSBwcmVjaXNhbW9zIGRlIGFsZ3XDqW0gcGFyYSBsaWRhciBjb20gZWxlIGRpc2NyZXRhbWVudGUuLi4KSsOhIHBlZGltb3MgYW8gR3J1cG8gw4lkZW4u,,W1NhY2VyZG90ZSBUZWJlbmlvXQpFbiByZWFsaWRhZCwgaGF5IHVuIHByb2JsZW1hIGRlbnRybyBkZWwgdGVtcGxvIHkgbmVjZXNpdGFtb3MgYSBhbGd1aWVuIHF1ZSBsbyBtYW5lamUgY29uIGRpc2NyZWNpw7Nu4oCmCllhIGxlIHByZWd1bnRhbW9zIGFsIEdydXBvIGRlIEVkw6luLg==
4aN8Aw,,W1ByaWVzdCBUZWJlbmlvXQpCdXQgd2UgZG9uJ3QgY2FyZSB3aGVyZSB5b3UncmUgZnJvbQphcyBsb25nIGFzIHlvdSBjYW4gZG8gdGhlIGpvYiB3aGlsZSBrZWVwaW5nIGEgbG93IHByb2ZpbGUu,,,,,W1NhY2VyZG90ZSBUZWJlbmlvXQpNYXMgbsOjbyBub3MgaW1wb3J0YSBkZSBvbmRlIHZvY8OqIMOpCmRlc2RlIHF1ZSB2b2PDqiBwb3NzYSBmYXplciBvIHRyYWJhbGhvIG1hbnRlbmRvIGEgZGlzY3Jpw6fDo28u,,W1NhY2VyZG90ZSBUZWJlbmlvXQpQZXJvIG5vIG5vcyBpbXBvcnRhIGRlIGTDs25kZSBzZWFzCnNpZW1wcmUgcXVlIHB1ZWRhcyBoYWNlciBlbCB0cmFiYWpvIG1hbnRlbmllbmRvIHVuIHBlcmZpbCBiYWpvLg==
4qN8Aw,,TGVhdmUgaXQgdG8gbWUu,,,,,RGVpeGUgaXNzbyBjb21pZ28u,,RMOpamFtZWxvIGEgbcOtLg==
46N8Aw,,SSBzZWUu,,,,,RW50ZW5kby4=,,WWEgdmVvLg==
5KN8Aw,,W1ByaWVzdCBUZWJlbmlvXQpPaCwgcmVhbGx5PwpJdCBtYXkgYmUgYSBkaWZmaWN1bHQgYmF0dGxlLCBidXQgSSdsbCBoaXJlIHlvdSBmb3Igbm93Lg==,,,,,W1NhY2VyZG90ZSBUZWJlbmlvXQpBaCwgw6kgbWVzbW8/ClBvZGUgc2VyIHVtYSBiYXRhbGhhIGRpZsOtY2lsLCBtYXMgdm91IGNvbnRyYXTDoS1sbyBwb3IgZW5xdWFudG8u,,W1NhY2VyZG90ZSBUZWJlbmlvXQpBaCwgwr9kZSB2ZXJkYWQ/ClB1ZWRlIHNlciB1bmEgYmF0YWxsYSBkaWbDrWNpbCwgcGVybywgcG9yIGVsIG1vbWVudG8sIHRlIGNvbnRyYXRhcsOpLg==
5aN8Aw,,W1ByaWVzdCBUZWJlbmlvXQpEZWVwIGluc2lkZSB0aGUgdGVtcGxlIHlvdSdsbCBmaW5kIHRoZSBIb2x5IEdyb3VuZHMuClRoZXJlIGlzIG9uZSBhdCBlYWNoIGNhcmRpbmFsIHBvaW50IGFuZCBvbmUgaW4gdGhlIG1pZGRsZS4uLg==,,,,,W1NhY2VyZG90ZSBUZWJlbmlvXQpObyBmdW5kbyBkbyB0ZW1wbG8sIHZvY8OqIGVuY29udHJhcsOhIG9zIFNhbnR1w6FyaW9zIGRlIFJhY2hlbC4KSMOhIHVtIGVtIGNhZGEgcG9udG8gY2FyZGVhbCBlIHVtIG5vIG1laW8uLi4=,,W1NhY2VyZG90ZSBUZWJlbmlvXQpFbiBsbyBtw6FzIHByb2Z1bmRvIGRlbCB0ZW1wbG8gZW5jb250cmFyw6FzIGxhcyB0aWVycmFzIHNhZ3JhZGFzLgpIYXkgdW5hIGVuIGNhZGEgcHVudG8gY2FyZGluYWwgeSB1bmEgZW4gZWwgY2VudHJv4oCm
5qN8Aw,,W1ByaWVzdCBUZWJlbmlvXQpTb21ldGhpbmcgaGFwcGVuZWQgdG8gb3VyIGJlbGlldmVycywgYnV0IHdlIGRvbid0IGtub3cgZXhhY3RseSB3aGF0LgpJdCBzZWVtcyB0aGF0IHRoZXkgaGF2ZSBiZWVuIGRyYXduIGluIGJ5IHBvd2VyZnVsIG1hZ2ljIGFuZCBsb3N0IHRoZWlyIG1pbmRzLg==,,,,,W1NhY2VyZG90ZSBUZWJlbmlvXQpBbGdvIGFjb250ZWNldSBjb20gbm9zc29zIGZpw6lpcywgbWFzIG7Do28gc2FiZW1vcyBleGF0YW1lbnRlIG8gcXXDqi4KUGFyZWNlIHF1ZSBlbGVzIGZvcmFtIGF0cmHDrWRvcyBwb3IgdW1hIG1hZ2lhIHBvZGVyb3NhIGUgcGVyZGVyYW0gYSBjYWJlw6dhLg==,,W1NhY2VyZG90ZSBUZWJlbmlvXQpBbGdvIGxlcyBwYXPDsyBhIG51ZXN0cm9zIGNyZXllbnRlcywgcGVybyBubyBzYWJlbW9zIGV4YWN0YW1lbnRlIHF1w6kuClBhcmVjZSBxdWUgbG9zIGF0cmFqbyB1bmEgbWFnaWEgcG9kZXJvc2EgeSBwZXJkaWVyb24gbGEgY2FiZXphLg==
56N8Aw,,W1ByaWVzdCBUZWJlbmlvXQpUaGV5IGhhdmUgYWxyZWFkeSB0dXJuZWQgaW50byBldmlsIHNwaXJpdHMgYW5kIGNhbiBvbmx5IGJlIHNhdmVkIGJ5IGRlYXRoLgpCdXQgd2UnbGwgYmUgaW4gYmlnIHRyb3VibGUgaWYgcGVvcGxlIGhlYXIgYWJvdXQgdGhpcy4=,,,,,W1NhY2VyZG90ZSBUZWJlbmlvXQpFbGVzIGrDoSBzZSB0cmFuc2Zvcm1hcmFtIGVtIGVzcMOtcml0b3MgbWFsaWdub3MgZSBzw7MgcG9kZW0gc2VyIHNhbHZvcyBwZWxhIG1vcnRlLgpNYXMgdGVyZW1vcyBncmFuZGVzIHByb2JsZW1hcyBzZSBhcyBwZXNzb2FzIHNvdWJlcmVtIGRpc3NvLg==,,W1NhY2VyZG90ZSBUZWJlbmlvXQpZYSBzZSBjb252aXJ0aWVyb24gZW4gZXNww61yaXR1cyBtYWxpZ25vcywgeSBzb2xvIGxhIG11ZXJ0ZSBwdWVkZSBzYWx2YXJsb3MuClBlcm8gZXN0YXJlbW9zIGVuIHNlcmlvcyBwcm9ibGVtYXMgc2kgbGEgZ2VudGUgc2UgZW50ZXJhIGRlIGVzdG8u
6KN8Aw,,W1ByaWVzdCBUZWJlbmlvXQpFdmlsIHNwaXJpdHMgb24gSG9seSBHcm91bmRzLi4uCldlIHdlcmUgbG9va2luZyBmb3Igc29tZW9uZSB0byB0YWtlIGNhcmUgb2YgdGhpcyBtYXR0ZXIu,,,,,W1NhY2VyZG90ZSBUZWJlbmlvXQpFc3DDrXJpdG9zIG1hbGlnbm9zIGVtIFNhbnR1w6FyaW9zIGRlIFJhY2hlbC4uLgpFc3TDoXZhbW9zIHByb2N1cmFuZG8gYWxndcOpbSBwYXJhIGN1aWRhciBkZXNzZSBhc3N1bnRvLg==,,W1NhY2VyZG90ZSBUZWJlbmlvXQpFc3DDrXJpdHVzIG1hbGlnbm9zIGVuIGxhIHRpZXJyYSBzYWdyYWRh4oCmCkVzdMOhYmFtb3MgYnVzY2FuZG8gYSBhbGd1aWVuIHF1ZSBzZSBvY3VwYXJhIGRlIGVzdGUgYXN1bnRvLg==
6aN8Aw,,W1ByaWVzdCBUZWJlbmlvXQpJdCdzIHN1Y2ggYSByZWxpZWYgdGhhdCBhbiBhZHZlbnR1cmVyIGxpa2UgeW91IGlzIG9uIGl0Li4uClBsZWFzZSB0YWxrIHRvIG1lIGFnYWluIHdoZW4geW91J3JlIHJlYWR5Lg==,,,,,W1NhY2VyZG90ZSBUZWJlbmlvXQrDiSB1bSBhbMOtdmlvIHNhYmVyIHF1ZSB1bSBhdmVudHVyZWlybyBjb21vIHZvY8OqIGVzdMOhIGVudm9sdmlkby4uLgpQb3IgZmF2b3IsIGZhbGUgY29taWdvIG5vdmFtZW50ZSBxdWFuZG8gZXN0aXZlciBwcm9udG8u,,W1NhY2VyZG90ZSBUZWJlbmlvXQpFcyB1biBhbGl2aW8gcXVlIGFjZXB0ZXMgZWwgcmV0bywgdHJvdGFtdW5kb3PigKYKVnVlbHZlIGNvbm1pZ28gY3VhbmRvIHRlbmdhcyB0b2RvIGxpc3RvLg==
